ID,MID,WILAYAH,CHANNEL
,207138744,WMK,PPP
,207138751,WMK,PPP
,207138769,WMK,PPP
,207138777,WMK,PPP
,207138785,WMK,PPP
,207138793,WMK,PPP
,207138801,WMK,PPP
,207138819,WMK,PPP
,207138827,WMK,PPP
,207138835,WMK,PPP
,207138843,WMK,PPP
,207138850,WMK,PPP
,207138868,WMK,PPP
,207138876,WMK,PPP
,207138884,WMK,PPP
,207138892,WMK,PPP
,207138900,WMK,PPP
,207138918,WMK,PPP
,207138926,WMK,PPP
,207138934,WMK,PPP
,207138942,WMK,PPP
,207138959,WMK,PPP
,207138967,WMK,PPP
,207138975,WMK,PPP
,207138983,WMK,PPP
,207138991,WMK,PPP
,207139007,WMK,PPP
,207139015,WMK,PPP
,207139023,WMK,PPP
,207139031,WMK,PPP
,207139049,WMK,PPP
,207139056,WMK,PPP
,207139064,WMK,PPP
,207139072,WMK,PPP
,207139080,WMK,PPP
,207139098,WMK,PPP
,207139106,WMK,PPP
,208031054,WDR,PPP
,208031062,WDR,PPP
,208031070,WDR,PPP
,208031088,WDR,PPP
,208031096,WDR,PPP
,208031104,WDR,PPP
,208031112,WDR,PPP
,208031120,WDR,PPP
,208031138,WDR,PPP
,208031146,WDR,PPP
,208031153,WDR,PPP
,208031161,WDR,PPP
,208031179,WDR,PPP
,208031187,WDR,PPP
,208031195,WDR,PPP
,208031203,WDR,PPP
,208031211,WDR,PPP
,208031229,WDR,PPP
,208031237,WDR,PPP
,208031245,WDR,PPP
,208031252,WDR,PPP
,208031260,WDR,PPP
,208031278,WDR,PPP
,208031286,WDR,PPP
,208031294,WDR,PPP
,208031302,WDR,PPP
,208031310,WDR,PPP
,208031328,WDR,PPP
,208031336,WDR,PPP
,208031344,WDR,PPP
,208031351,WDR,PPP
,208031369,WDR,PPP
,208031377,WDR,PPP
,208031385,WDR,PPP
,208031393,WDR,PPP
,208031401,WDR,PPP
,208031419,WDR,PPP
,208031427,WDR,PPP
,208031435,WDR,PPP
,208031443,WDR,PPP
,208031450,WDR,PPP
,208031468,WDR,PPP
,208031476,WDR,PPP
,208031484,WDR,PPP
,208031492,WDR,PPP
,208031500,WDR,PPP
,208031518,WDR,PPP
,208031526,WDR,PPP
,208031534,WDR,PPP
,208031542,WDR,PPP
,208031559,WDR,PPP
,208031567,WDR,PPP
,208140913,WDR,PPP
,208142489,WDR,PPP
,208142505,WDR,PPP
,208142513,WDR,PPP
,208142547,WDR,PPP
,208142778,WDR,PPP
,208142851,WDR,PPP
,208142943,WDR,PPP
,208143073,WDR,PPP
,208143081,WDR,PPP
,208143164,WDR,PPP
,208143172,WDR,PPP
,208143180,WDR,PPP
,208143198,WDR,PPP
,208143206,WDR,PPP
,208143214,WDR,PPP
,208143222,WDR,PPP
,208143230,WDR,PPP
,208143248,WDR,PPP
,208143255,WDR,PPP
,208143263,WDR,PPP
,208143271,WDR,PPP
,208143289,WDR,PPP
,208143297,WDR,PPP
,208143305,WDR,PPP
,208143313,WDR,PPP
,208143321,WDR,PPP
,208143339,WDR,PPP
,208143347,WDR,PPP
,208143354,WDR,PPP
,208143362,WDR,PPP
,208143370,WDR,PPP
,208143388,WDR,PPP
,208143396,WDR,PPP
,208143404,WDR,PPP
,208143412,WDR,PPP
,208143420,WDR,PPP
,208143438,WDR,PPP
,208143446,WDR,PPP
,208143453,WDR,PPP
,208143461,WDR,PPP
,208143479,WDR,PPP
,208143487,WDR,PPP
,208143495,WDR,PPP
,208143503,WDR,PPP
,208143511,WDR,PPP
,208143529,WDR,PPP
,208143537,WDR,PPP
,208143545,WDR,PPP
,208143552,WDR,PPP
,208143560,WDR,PPP
,208143578,WDR,PPP
,208143586,WDR,PPP
,208143594,WDR,PPP
,208143602,WDR,PPP
,208143610,WDR,PPP
,208143628,WDR,PPP
,208143636,WDR,PPP
,208143644,WDR,PPP
,208143651,WDR,PPP
,208143669,WDR,PPP
,208143677,WDR,PPP
,208143685,WDR,PPP
,208143693,WDR,PPP
,208143701,WDR,PPP
,208143719,WDR,PPP
,208143727,WDR,PPP
,208143735,WDR,PPP
,208143743,WDR,PPP
,208143750,WDR,PPP
,208143768,WDR,PPP
,208143776,WDR,PPP
,208143784,WDR,PPP
,208143792,WDR,PPP
,208143800,WDR,PPP
,208143818,WDR,PPP
,208143826,WDR,PPP
,208143834,WDR,PPP
,208143842,WDR,PPP
,208143859,WDR,PPP
,208143867,WDR,PPP
,208143875,WDR,PPP
,208143883,WDR,PPP
,208143891,WDR,PPP
,208144014,WDR,PPP
,208144238,WDR,PPP
,208144246,WDR,PPP
,208144253,WDR,PPP
,209144500,WBJ,PPP
,210080016,WJS,PPP
,210080032,WJS,PPP
,210080107,WJS,PPP
,210080123,WJS,PPP
,210080131,WJS,PPP
,210080149,WJS,PPP
,210080156,WJS,PPP
,210080164,WJS,PPP
,210080172,WJS,PPP
,210080180,WJS,PPP
,210080198,WJS,PPP
,210080206,WJS,PPP
,210080214,WJS,PPP
,210081659,WJS,PPP
,210081667,WJS,PPP
,210081923,WJS,PPP
,210081931,WJS,PPP
,210081949,WJS,PPP
,210081956,WJS,PPP
,210081964,WJS,PPP
,210082210,WJS,PPP
,210082228,WJS,PPP
,210082236,WJS,PPP
,210082244,WJS,PPP
,210082251,WJS,PPP
,210082269,WJS,PPP
,210082277,WJS,PPP
,210082285,WJS,PPP
,210082293,WJS,PPP
,210082301,WJS,PPP
,210082319,WJS,PPP
,210082327,WJS,PPP
,210082335,WJS,PPP
,210082343,WJS,PPP
,210082350,WJS,PPP
,210082368,WJS,PPP
,210082376,WJS,PPP
,210082384,WJS,PPP
,210082392,WJS,PPP
,210082400,WJS,PPP
,210082418,WJS,PPP
,210082426,WJS,PPP
,210082434,WJS,PPP
,210082442,WJS,PPP
,210082459,WJS,PPP
,210082467,WJS,PPP
,210082475,WJS,PPP
,210082483,WJS,PPP
,210082491,WJS,PPP
,210082509,WJS,PPP
,210082517,WJS,PPP
,210082525,WJS,PPP
,210082533,WJS,PPP
,210082541,WJS,PPP
,210082558,WJS,PPP
,210082566,WJS,PPP
,210082574,WJS,PPP
,210082582,WJS,PPP
,210082590,WJS,PPP
,210082608,WJS,PPP
,210082616,WJS,PPP
,210082624,WJS,PPP
,210082632,WJS,PPP
,210082640,WJS,PPP
,210082657,WJS,PPP
,210082665,WJS,PPP
,210082673,WJS,PPP
,210082681,WJS,PPP
,210082699,WJS,PPP
,210082707,WJS,PPP
,210082715,WJS,PPP
,210082723,WJS,PPP
,210082731,WJS,PPP
,210082749,WJS,PPP
,210082756,WJS,PPP
,210082764,WJS,PPP
,210082772,WJS,PPP
,210082780,WJS,PPP
,210082798,WJS,PPP
,210082806,WJS,PPP
,210082814,WJS,PPP
,210082822,WJS,PPP
,210082830,WJS,PPP
,210082848,WJS,PPP
,210082855,WJS,PPP
,210082863,WJS,PPP
,210082871,WJS,PPP
,210082889,WJS,PPP
,210082897,WJS,PPP
,210082905,WJS,PPP
,210082913,WJS,PPP
,210082921,WJS,PPP
,210082939,WJS,PPP
,210082947,WJS,PPP
,210082954,WJS,PPP
,210082962,WJS,PPP
,210082970,WJS,PPP
,210082988,WJS,PPP
,210082996,WJS,PPP
,210083002,WJS,PPP
,210083010,WJS,PPP
,210083028,WJS,PPP
,210083036,WJS,PPP
,210083044,WJS,PPP
,210083051,WJS,PPP
,210083069,WJS,PPP
,210083077,WJS,PPP
,210083085,WJS,PPP
,210083093,WJS,PPP
,210083101,WJS,PPP
,210083119,WJS,PPP
,210083127,WJS,PPP
,210083135,WJS,PPP
,210083143,WJS,PPP
,210083150,WJS,PPP
,210083168,WJS,PPP
,210083176,WJS,PPP
,210083184,WJS,PPP
,210083192,WJS,PPP
,210083200,WJS,PPP
,210083218,WJS,PPP
,210083226,WJS,PPP
,210083234,WJS,PPP
,210083242,WJS,PPP
,210083259,WJS,PPP
,210083267,WJS,PPP
,210083275,WJS,PPP
,210083283,WJS,PPP
,210083291,WJS,PPP
,210083309,WJS,PPP
,210083317,WJS,PPP
,210083325,WJS,PPP
,210083333,WJS,PPP
,210083341,WJS,PPP
,210083358,WJS,PPP
,210083366,WJS,PPP
,210083374,WJS,PPP
,210083382,WJS,PPP
,210083390,WJS,PPP
,210083408,WJS,PPP
,210083416,WJS,PPP
,210083424,WJS,PPP
,210083432,WJS,PPP
,210083440,WJS,PPP
,210083457,WJS,PPP
,210083465,WJS,PPP
,210083473,WJS,PPP
,210083481,WJS,PPP
,210083499,WJS,PPP
,210083507,WJS,PPP
,210083515,WJS,PPP
,210083523,WJS,PPP
,210083531,WJS,PPP
,210083549,WJS,PPP
,210083556,WJS,PPP
,210083564,WJS,PPP
,210083572,WJS,PPP
,210083580,WJS,PPP
,210083598,WJS,PPP
,210083606,WJS,PPP
,210083614,WJS,PPP
,210083622,WJS,PPP
,210083630,WJS,PPP
,210083648,WJS,PPP
,210083655,WJS,PPP
,210083663,WJS,PPP
,210083671,WJS,PPP
,210083689,WJS,PPP
,210083697,WJS,PPP
,210083705,WJS,PPP
,210083713,WJS,PPP
,210083721,WJS,PPP
,210083739,WJS,PPP
,210083747,WJS,PPP
,210083754,WJS,PPP
,210083762,WJS,PPP
,210083770,WJS,PPP
,210083788,WJS,PPP
,210083796,WJS,PPP
,210083804,WJS,PPP
,210083812,WJS,PPP
,210083820,WJS,PPP
,210083838,WJS,PPP
,210083846,WJS,PPP
,210083853,WJS,PPP
,210083861,WJS,PPP
,210083879,WJS,PPP
,210083887,WJS,PPP
,210083895,WJS,PPP
,210083903,WJS,PPP
,210083911,WJS,PPP
,210083929,WJS,PPP
,210083937,WJS,PPP
,210083945,WJS,PPP
,210083952,WJS,PPP
,210083960,WJS,PPP
,210083978,WJS,PPP
,210083986,WJS,PPP
,210083994,WJS,PPP
,210084000,WJS,PPP
,210084018,WJS,PPP
,210084026,WJS,PPP
,210084034,WJS,PPP
,210084042,WJS,PPP
,210084059,WJS,PPP
,210084067,WJS,PPP
,210084075,WJS,PPP
,210084083,WJS,PPP
,210084091,WJS,PPP
,210084109,WJS,PPP
,210084117,WJS,PPP
,210084125,WJS,PPP
,210084133,WJS,PPP
,210084141,WJS,PPP
,210084158,WJS,PPP
,210084166,WJS,PPP
,210084174,WJS,PPP
,210084182,WJS,PPP
,210084190,WJS,PPP
,210084208,WJS,PPP
,210084216,WJS,PPP
,210084224,WJS,PPP
,210084232,WJS,PPP
,210084240,WJS,PPP
,210084257,WJS,PPP
,210084265,WJS,PPP
,210084273,WJS,PPP
,210084281,WJS,PPP
,210084299,WJS,PPP
,210084307,WJS,PPP
,210084315,WJS,PPP
,210084323,WJS,PPP
,210084331,WJS,PPP
,210084349,WJS,PPP
,210084356,WJS,PPP
,210084364,WJS,PPP
,210084372,WJS,PPP
,210084380,WJS,PPP
,210084398,WJS,PPP
,210084406,WJS,PPP
,210084414,WJS,PPP
,210084422,WJS,PPP
,210084430,WJS,PPP
,210084448,WJS,PPP
,210084455,WJS,PPP
,210084463,WJS,PPP
,210084471,WJS,PPP
,210084489,WJS,PPP
,210084497,WJS,PPP
,210084505,WJS,PPP
,210084513,WJS,PPP
,210084521,WJS,PPP
,210084539,WJS,PPP
,210084547,WJS,PPP
,210084554,WJS,PPP
,210084562,WJS,PPP
,210084570,WJS,PPP
,210084588,WJS,PPP
,210084596,WJS,PPP
,210084604,WJS,PPP
,210084612,WJS,PPP
,210084620,WJS,PPP
,210084638,WJS,PPP
,210084646,WJS,PPP
,210084653,WJS,PPP
,210084661,WJS,PPP
,210084679,WJS,PPP
,210084687,WJS,PPP
,210084695,WJS,PPP
,210084703,WJS,PPP
,210084711,WJS,PPP
,210084729,WJS,PPP
,210084737,WJS,PPP
,210084745,WJS,PPP
,210084752,WJS,PPP
,210084760,WJS,PPP
,210084778,WJS,PPP
,210084786,WJS,PPP
,210084794,WJS,PPP
,210084802,WJS,PPP
,210084810,WJS,PPP
,210084828,WJS,PPP
,210084836,WJS,PPP
,210084844,WJS,PPP
,210084851,WJS,PPP
,210084869,WJS,PPP
,210084877,WJS,PPP
,210084885,WJS,PPP
,210084893,WJS,PPP
,210084901,WJS,PPP
,210084919,WJS,PPP
,210084927,WJS,PPP
,210084935,WJS,PPP
,210084943,WJS,PPP
,210084950,WJS,PPP
,210084968,WJS,PPP
,210084976,WJS,PPP
,210085049,WJS,PPP
,210085056,WJS,PPP
,210085064,WJS,PPP
,210085072,WJS,PPP
,210085080,WJS,PPP
,210085098,WJS,PPP
,210085106,WJS,PPP
,210085114,WJS,PPP
,210085122,WJS,PPP
,210085130,WJS,PPP
,210085148,WJS,PPP
,210085155,WJS,PPP
,210085163,WJS,PPP
,210085171,WJS,PPP
,210085189,WJS,PPP
,210085197,WJS,PPP
,210085205,WJS,PPP
,210085213,WJS,PPP
,210085221,WJS,PPP
,210085239,WJS,PPP
,210085247,WJS,PPP
,210085254,WJS,PPP
,210085262,WJS,PPP
,210085270,WJS,PPP
,210085288,WJS,PPP
,210085296,WJS,PPP
,210085304,WJS,PPP
,210085312,WJS,PPP
,210085320,WJS,PPP
,210085338,WJS,PPP
,210085346,WJS,PPP
,210085353,WJS,PPP
,210085361,WJS,PPP
,210085379,WJS,PPP
,210085387,WJS,PPP
,210085395,WJS,PPP
,210085403,WJS,PPP
,210085411,WJS,PPP
,210085429,WJS,PPP
,210085437,WJS,PPP
,210085445,WJS,PPP
,210085452,WJS,PPP
,210085460,WJS,PPP
,210085478,WJS,PPP
,210085486,WJS,PPP
,210085494,WJS,PPP
,210085502,WJS,PPP
,210085510,WJS,PPP
,210085528,WJS,PPP
,210085536,WJS,PPP
,210085544,WJS,PPP
,210085551,WJS,PPP
,210085569,WJS,PPP
,210085577,WJS,PPP
,210085585,WJS,PPP
,210085684,WJS,PPP
,210085742,WJS,PPP
,210085759,WJS,PPP
,210085767,WJS,PPP
,210085908,WJS,PPP
,210085916,WJS,PPP
,210085924,WJS,PPP
,210085932,WJS,PPP
,210085940,WJS,PPP
,210086021,WJS,PPP
,210086039,WJS,PPP
,210290698,WJS,PPP
,210290706,WJS,PPP
,210290714,WJS,PPP
,210290722,WJS,PPP
,210290730,WJS,PPP
,210290748,WJS,PPP
,210290755,WJS,PPP
,210290763,WJS,PPP
,210290771,WJS,PPP
,210290789,WJS,PPP
,210290797,WJS,PPP
,210290805,WJS,PPP
,210290813,WJS,PPP
,210290821,WJS,PPP
,210290839,WJS,PPP
,210290847,WJS,PPP
,210290854,WJS,PPP
,210290862,WJS,PPP
,210290870,WJS,PPP
,210290888,WJS,PPP
,210290896,WJS,PPP
,210290904,WJS,PPP
,210290912,WJS,PPP
,210290920,WJS,PPP
,210290938,WJS,PPP
,210290946,WJS,PPP
,210290953,WJS,PPP
,210290961,WJS,PPP
,210290979,WJS,PPP
,210290987,WJS,PPP
,210290995,WJS,PPP
,210291001,WJS,PPP
,210291019,WJS,PPP
,210291027,WJS,PPP
,210291035,WJS,PPP
,210291043,WJS,PPP
,210291050,WJS,PPP
,210291068,WJS,PPP
,210291076,WJS,PPP
,210291084,WJS,PPP
,210291092,WJS,PPP
,210291100,WJS,PPP
,210291118,WJS,PPP
,210291126,WJS,PPP
,210291134,WJS,PPP
,210291142,WJS,PPP
,210291159,WJS,PPP
,210291167,WJS,PPP
,210291175,WJS,PPP
,210291183,WJS,PPP
,210291191,WJS,PPP
,210291209,WJS,PPP
,210291217,WJS,PPP
,210291225,WJS,PPP
,210291233,WJS,PPP
,210291241,WJS,PPP
,210291258,WJS,PPP
,210291266,WJS,PPP
,210291274,WJS,PPP
,210291282,WJS,PPP
,210291290,WJS,PPP
,210291308,WJS,PPP
,210291316,WJS,PPP
,210291324,WJS,PPP
,210291332,WJS,PPP
,210291340,WJS,PPP
,210291357,WJS,PPP
,210291365,WJS,PPP
,210291373,WJS,PPP
,210291381,WJS,PPP
,210291399,WJS,PPP
,210291407,WJS,PPP
,210291415,WJS,PPP
,210291423,WJS,PPP
,210291431,WJS,PPP
,210291449,WJS,PPP
,210291456,WJS,PPP
,210291464,WJS,PPP
,210291472,WJS,PPP
,210291480,WJS,PPP
,210291498,WJS,PPP
,210291506,WJS,PPP
,210291514,WJS,PPP
,210291522,WJS,PPP
,210291530,WJS,PPP
,210291548,WJS,PPP
,210291555,WJS,PPP
,210291563,WJS,PPP
,210291571,WJS,PPP
,210291589,WJS,PPP
,210291597,WJS,PPP
,210291605,WJS,PPP
,210291613,WJS,PPP
,210291621,WJS,PPP
,210291639,WJS,PPP
,210291647,WJS,PPP
,210291654,WJS,PPP
,210291662,WJS,PPP
,210291670,WJS,PPP
,210291688,WJS,PPP
,210291696,WJS,PPP
,210291704,WJS,PPP
,210291712,WJS,PPP
,210291720,WJS,PPP
,210291738,WJS,PPP
,210291746,WJS,PPP
,210291753,WJS,PPP
,210291761,WJS,PPP
,210291779,WJS,PPP
,210291787,WJS,PPP
,210291795,WJS,PPP
,210291803,WJS,PPP
,210291811,WJS,PPP
,210291829,WJS,PPP
,210291837,WJS,PPP
,210291845,WJS,PPP
,210291852,WJS,PPP
,210291860,WJS,PPP
,210291878,WJS,PPP
,210291886,WJS,PPP
,210291894,WJS,PPP
,210291902,WJS,PPP
,210291910,WJS,PPP
,210291928,WJS,PPP
,210291936,WJS,PPP
,210291944,WJS,PPP
,210291951,WJS,PPP
,210291969,WJS,PPP
,210291977,WJS,PPP
,210291985,WJS,PPP
,210291993,WJS,PPP
,210292009,WJS,PPP
,210292017,WJS,PPP
,210292025,WJS,PPP
,210292033,WJS,PPP
,210292041,WJS,PPP
,210292058,WJS,PPP
,210292066,WJS,PPP
,210292074,WJS,PPP
,210292082,WJS,PPP
,210292090,WJS,PPP
,210292108,WJS,PPP
,210292116,WJS,PPP
,210292124,WJS,PPP
,210292132,WJS,PPP
,210292140,WJS,PPP
,210292157,WJS,PPP
,210292165,WJS,PPP
,210292173,WJS,PPP
,210292181,WJS,PPP
,210292199,WJS,PPP
,210292207,WJS,PPP
,210292215,WJS,PPP
,210292223,WJS,PPP
,210292231,WJS,PPP
,210292249,WJS,PPP
,210292256,WJS,PPP
,210292264,WJS,PPP
,210292272,WJS,PPP
,210292280,WJS,PPP
,210292298,WJS,PPP
,210292306,WJS,PPP
,210292314,WJS,PPP
,210292322,WJS,PPP
,210292330,WJS,PPP
,210292348,WJS,PPP
,210292355,WJS,PPP
,210292363,WJS,PPP
,210292371,WJS,PPP
,210292389,WJS,PPP
,210292397,WJS,PPP
,210292405,WJS,PPP
,210292413,WJS,PPP
,210292421,WJS,PPP
,210292439,WJS,PPP
,210292447,WJS,PPP
,210292454,WJS,PPP
,210292462,WJS,PPP
,210292470,WJS,PPP
,210292488,WJS,PPP
,210292496,WJS,PPP
,210292504,WJS,PPP
,210292512,WJS,PPP
,210292520,WJS,PPP
,210292538,WJS,PPP
,210292546,WJS,PPP
,210292553,WJS,PPP
,210292561,WJS,PPP
,210292579,WJS,PPP
,210292587,WJS,PPP
,210292595,WJS,PPP
,210292603,WJS,PPP
,210292611,WJS,PPP
,210292629,WJS,PPP
,210292637,WJS,PPP
,210292645,WJS,PPP
,210292652,WJS,PPP
,210292660,WJS,PPP
,210292678,WJS,PPP
,210292686,WJS,PPP
,210292694,WJS,PPP
,210292702,WJS,PPP
,210292710,WJS,PPP
,210292728,WJS,PPP
,210292736,WJS,PPP
,210292744,WJS,PPP
,210292751,WJS,PPP
,210292769,WJS,PPP
,210292777,WJS,PPP
,210292785,WJS,PPP
,210292793,WJS,PPP
,210292801,WJS,PPP
,210292819,WJS,PPP
,210292827,WJS,PPP
,210292835,WJS,PPP
,210292843,WJS,PPP
,210292850,WJS,PPP
,210292868,WJS,PPP
,210292876,WJS,PPP
,210292884,WJS,PPP
,210292918,WJS,PPP
,210292926,WJS,PPP
,210292934,WJS,PPP
,210292942,WJS,PPP
,210292959,WJS,PPP
,210292967,WJS,PPP
,210292975,WJS,PPP
,210292983,WJS,PPP
,210292991,WJS,PPP
,210293007,WJS,PPP
,210293015,WJS,PPP
,210293023,WJS,PPP
,210293031,WJS,PPP
,210293049,WJS,PPP
,210293056,WJS,PPP
,210293064,WJS,PPP
,210293072,WJS,PPP
,210293080,WJS,PPP
,210293098,WJS,PPP
,210293106,WJS,PPP
,210293114,WJS,PPP
,210293122,WJS,PPP
,210293130,WJS,PPP
,210293148,WJS,PPP
,210293155,WJS,PPP
,210293163,WJS,PPP
,210293171,WJS,PPP
,210293189,WJS,PPP
,210293197,WJS,PPP
,210293205,WJS,PPP
,210293213,WJS,PPP
,210293221,WJS,PPP
,210293239,WJS,PPP
,210293247,WJS,PPP
,210293254,WJS,PPP
,210293262,WJS,PPP
,210293270,WJS,PPP
,210293288,WJS,PPP
,210293296,WJS,PPP
,210293304,WJS,PPP
,210293312,WJS,PPP
,210293320,WJS,PPP
,210293338,WJS,PPP
,210293346,WJS,PPP
,210293353,WJS,PPP
,210293361,WJS,PPP
,210293379,WJS,PPP
,210293387,WJS,PPP
,210293395,WJS,PPP
,210293403,WJS,PPP
,210293411,WJS,PPP
,210293429,WJS,PPP
,210293437,WJS,PPP
,210293445,WJS,PPP
,210293452,WJS,PPP
,210293460,WJS,PPP
,210293478,WJS,PPP
,210293486,WJS,PPP
,210293494,WJS,PPP
,210293502,WJS,PPP
,210293510,WJS,PPP
,210293528,WJS,PPP
,210293536,WJS,PPP
,210293544,WJS,PPP
,210293551,WJS,PPP
,210293569,WJS,PPP
,210293577,WJS,PPP
,210293585,WJS,PPP
,210293593,WJS,PPP
,210293601,WJS,PPP
,210293619,WJS,PPP
,210293627,WJS,PPP
,210293635,WJS,PPP
,210293643,WJS,PPP
,210293650,WJS,PPP
,210293668,WJS,PPP
,210293676,WJS,PPP
,210293684,WJS,PPP
,210293692,WJS,PPP
,210293700,WJS,PPP
,210293718,WJS,PPP
,210293726,WJS,PPP
,210293734,WJS,PPP
,210293742,WJS,PPP
,210293759,WJS,PPP
,210293767,WJS,PPP
,210293775,WJS,PPP
,210293783,WJS,PPP
,210293791,WJS,PPP
,210293809,WJS,PPP
,210293817,WJS,PPP
,210293825,WJS,PPP
,210293833,WJS,PPP
,210293841,WJS,PPP
,210293858,WJS,PPP
,210293866,WJS,PPP
,210293874,WJS,PPP
,210293882,WJS,PPP
,210293890,WJS,PPP
,210293908,WJS,PPP
,210293916,WJS,PPP
,210293924,WJS,PPP
,210293932,WJS,PPP
,210293940,WJS,PPP
,210293957,WJS,PPP
,210293965,WJS,PPP
,210293973,WJS,PPP
,210293981,WJS,PPP
,210293999,WJS,PPP
,210294005,WJS,PPP
,210294013,WJS,PPP
,210294021,WJS,PPP
,210294039,WJS,PPP
,210294047,WJS,PPP
,210294054,WJS,PPP
,210294062,WJS,PPP
,210294070,WJS,PPP
,210294088,WJS,PPP
,210294096,WJS,PPP
,210294104,WJS,PPP
,210294112,WJS,PPP
,210294120,WJS,PPP
,210294138,WJS,PPP
,210294146,WJS,PPP
,210294153,WJS,PPP
,210294161,WJS,PPP
,210294179,WJS,PPP
,210294187,WJS,PPP
,210294195,WJS,PPP
,210294203,WJS,PPP
,210294211,WJS,PPP
,210294229,WJS,PPP
,210294237,WJS,PPP
,210294245,WJS,PPP
,210294252,WJS,PPP
,210294260,WJS,PPP
,210294278,WJS,PPP
,210294286,WJS,PPP
,210294294,WJS,PPP
,210294302,WJS,PPP
,210294310,WJS,PPP
,210294328,WJS,PPP
,210294336,WJS,PPP
,210294344,WJS,PPP
,210294351,WJS,PPP
,210294369,WJS,PPP
,210294377,WJS,PPP
,210294385,WJS,PPP
,210294393,WJS,PPP
,210294401,WJS,PPP
,210294419,WJS,PPP
,210294427,WJS,PPP
,210294435,WJS,PPP
,210294443,WJS,PPP
,210294450,WJS,PPP
,210294468,WJS,PPP
,210294476,WJS,PPP
,210294484,WJS,PPP
,210294492,WJS,PPP
,210294500,WJS,PPP
,210294518,WJS,PPP
,210294526,WJS,PPP
,210294534,WJS,PPP
,210294542,WJS,PPP
,210294559,WJS,PPP
,210294567,WJS,PPP
,210294575,WJS,PPP
,210294583,WJS,PPP
,210294591,WJS,PPP
,210294609,WJS,PPP
,210294617,WJS,PPP
,210294625,WJS,PPP
,210294633,WJS,PPP
,210294641,WJS,PPP
,210294658,WJS,PPP
,210294666,WJS,PPP
,210294674,WJS,PPP
,210294682,WJS,PPP
,210294815,WJS,PPP
,210294823,WJS,PPP
,212299986,WJK,PPP
,212299994,WJK,PPP
,212300008,WJK,PPP
,212300016,WJK,PPP
,212300024,WJK,PPP
,212300032,WJK,PPP
,212300040,WJK,PPP
,212300057,WJK,PPP
,212300065,WJK,PPP
,212300073,WJK,PPP
,212300081,WJK,PPP
,212300099,WJK,PPP
,212300107,WJK,PPP
,212300115,WJK,PPP
,212300123,WJK,PPP
,212300131,WJK,PPP
,212300149,WJK,PPP
,212300156,WJK,PPP
,212300164,WJK,PPP
,212300172,WJK,PPP
,212300180,WJK,PPP
,212300198,WJK,PPP
,212300206,WJK,PPP
,212300214,WJK,PPP
,212300222,WJK,PPP
,212300230,WJK,PPP
,212300248,WJK,PPP
,212300255,WJK,PPP
,212300263,WJK,PPP
,212300271,WJK,PPP
,212300289,WJK,PPP
,212300297,WJK,PPP
,212300305,WJK,PPP
