ID,MID,WILAYAH,CHANNEL
,212300313,WJK,PPP
,212300321,WJK,PPP
,212300339,WJK,PPP
,212300347,WJK,PPP
,212300354,WJK,PPP
,212300362,WJK,PPP
,212300370,WJK,PPP
,212300388,WJK,PPP
,212300396,WJK,PPP
,212300404,WJK,PPP
,212300412,WJK,PPP
,212300420,WJK,PPP
,212300438,WJK,PPP
,212300446,WJK,PPP
,212300453,WJK,PPP
,212300461,WJK,PPP
,212300479,WJK,PPP
,212300487,WJK,PPP
,212300495,WJK,PPP
,212300503,WJK,PPP
,212300511,WJK,PPP
,212300529,WJK,PPP
,212300537,WJK,PPP
,212300545,WJK,PPP
,212300552,WJK,PPP
,212300560,WJK,PPP
,212300578,WJK,PPP
,212300586,WJK,PPP
,212300594,WJK,PPP
,212300602,WJK,PPP
,212300610,WJK,PPP
,212300628,WJK,PPP
,212300636,WJK,PPP
,212300644,WJK,PPP
,212300651,WJK,PPP
,212300669,WJK,PPP
,212300677,WJK,PPP
,212300685,WJK,PPP
,212300693,WJK,PPP
,212300701,WJK,PPP
,212300719,WJK,PPP
,212300727,WJK,PPP
,212300735,WJK,PPP
,212300743,WJK,PPP
,212300750,WJK,PPP
,212300768,WJK,PPP
,212300776,WJK,PPP
,212300784,WJK,PPP
,212300792,WJK,PPP
,212300800,WJK,PPP
,212300818,WJK,PPP
,212300826,WJK,PPP
,212300834,WJK,PPP
,212300842,WJK,PPP
,212300859,WJK,PPP
,212300867,WJK,PPP
,212300875,WJK,PPP
,212300883,WJK,PPP
,212300891,WJK,PPP
,212300909,WJK,PPP
,212300917,WJK,PPP
,212300925,WJK,PPP
,212300933,WJK,PPP
,212300941,WJK,PPP
,212300958,WJK,PPP
,212300966,WJK,PPP
,212300974,WJK,PPP
,212300982,WJK,PPP
,212300990,WJK,PPP
,212301006,WJK,PPP
,212301014,WJK,PPP
,212301022,WJK,PPP
,212301030,WJK,PPP
,212301048,WJK,PPP
,212301055,WJK,PPP
,212301063,WJK,PPP
,212301071,WJK,PPP
,212301089,WJK,PPP
,212301097,WJK,PPP
,212301105,WJK,PPP
,212301113,WJK,PPP
,212301121,WJK,PPP
,212301139,WJK,PPP
,212301147,WJK,PPP
,212301154,WJK,PPP
,212301162,WJK,PPP
,212301170,WJK,PPP
,212301188,WJK,PPP
,212301196,WJK,PPP
,212301204,WJK,PPP
,212301212,WJK,PPP
,212301220,WJK,PPP
,212301238,WJK,PPP
,212301246,WJK,PPP
,212301253,WJK,PPP
,212301261,WJK,PPP
,212301279,WJK,PPP
,212301287,WJK,PPP
,212301295,WJK,PPP
,212301303,WJK,PPP
,212301311,WJK,PPP
,212301329,WJK,PPP
,212301337,WJK,PPP
,212301345,WJK,PPP
,212301352,WJK,PPP
,212301360,WJK,PPP
,212301378,WJK,PPP
,212301386,WJK,PPP
,212301394,WJK,PPP
,212301402,WJK,PPP
,212301410,WJK,PPP
,212301428,WJK,PPP
,212301436,WJK,PPP
,212301444,WJK,PPP
,212301451,WJK,PPP
,212301469,WJK,PPP
,212301477,WJK,PPP
,212301485,WJK,PPP
,212301493,WJK,PPP
,212301501,WJK,PPP
,212301519,WJK,PPP
,212301527,WJK,PPP
,212301535,WJK,PPP
,212301543,WJK,PPP
,212301550,WJK,PPP
,212301568,WJK,PPP
,212301576,WJK,PPP
,212301584,WJK,PPP
,212301592,WJK,PPP
,212301600,WJK,PPP
,212301618,WJK,PPP
,212301626,WJK,PPP
,212301634,WJK,PPP
,212301642,WJK,PPP
,212301659,WJK,PPP
,212301667,WJK,PPP
,212301675,WJK,PPP
,212301683,WJK,PPP
,212301691,WJK,PPP
,212301709,WJK,PPP
,212301717,WJK,PPP
,212301725,WJK,PPP
,212301733,WJK,PPP
,212301741,WJK,PPP
,212301758,WJK,PPP
,212301766,WJK,PPP
,212301774,WJK,PPP
,212301782,WJK,PPP
,212301790,WJK,PPP
,212301808,WJK,PPP
,212301816,WJK,PPP
,212301824,WJK,PPP
,212301832,WJK,PPP
,212301840,WJK,PPP
,212301857,WJK,PPP
,212301865,WJK,PPP
,212301873,WJK,PPP
,212301881,WJK,PPP
,212301899,WJK,PPP
,212301907,WJK,PPP
,212301915,WJK,PPP
,212301923,WJK,PPP
,212301931,WJK,PPP
,212301949,WJK,PPP
,212301956,WJK,PPP
,212301964,WJK,PPP
,212301972,WJK,PPP
,212301980,WJK,PPP
,212301998,WJK,PPP
,212302004,WJK,PPP
,212302012,WJK,PPP
,212302020,WJK,PPP
,212302038,WJK,PPP
,212302046,WJK,PPP
,212302053,WJK,PPP
,212302061,WJK,PPP
,212302079,WJK,PPP
,212302087,WJK,PPP
,212302095,WJK,PPP
,212302103,WJK,PPP
,212302111,WJK,PPP
,212302129,WJK,PPP
,212302137,WJK,PPP
,212302145,WJK,PPP
,212302152,WJK,PPP
,212302160,WJK,PPP
,212302178,WJK,PPP
,212302186,WJK,PPP
,212302194,WJK,PPP
,212302202,WJK,PPP
,212302210,WJK,PPP
,212302228,WJK,PPP
,212302236,WJK,PPP
,212302244,WJK,PPP
,212302251,WJK,PPP
,212302269,WJK,PPP
,212302277,WJK,PPP
,212302285,WJK,PPP
,212302293,WJK,PPP
,212302301,WJK,PPP
,212302319,WJK,PPP
,212302327,WJK,PPP
,212302335,WJK,PPP
,212302343,WJK,PPP
,212302350,WJK,PPP
,212302368,WJK,PPP
,212302376,WJK,PPP
,212302384,WJK,PPP
,212302392,WJK,PPP
,212302400,WJK,PPP
,212302418,WJK,PPP
,212302426,WJK,PPP
,212302434,WJK,PPP
,212302442,WJK,PPP
,212302459,WJK,PPP
,212302467,WJK,PPP
,212302475,WJK,PPP
,212302483,WJK,PPP
,212302491,WJK,PPP
,212302509,WJK,PPP
,212302517,WJK,PPP
,212302525,WJK,PPP
,212302533,WJK,PPP
,212302541,WJK,PPP
,212302558,WJK,PPP
,212302566,WJK,PPP
,212302574,WJK,PPP
,212302582,WJK,PPP
,212302590,WJK,PPP
,212302608,WJK,PPP
,212302616,WJK,PPP
,212302624,WJK,PPP
,212302632,WJK,PPP
,212302640,WJK,PPP
,212302657,WJK,PPP
,212302665,WJK,PPP
,212302673,WJK,PPP
,212302681,WJK,PPP
,212302699,WJK,PPP
,212302707,WJK,PPP
,212302715,WJK,PPP
,212302723,WJK,PPP
,212302731,WJK,PPP
,212302749,WJK,PPP
,212302756,WJK,PPP
,212302764,WJK,PPP
,212302772,WJK,PPP
,212302780,WJK,PPP
,212302798,WJK,PPP
,212302806,WJK,PPP
,212302814,WJK,PPP
,212302822,WJK,PPP
,212302830,WJK,PPP
,212302848,WJK,PPP
,212302855,WJK,PPP
,212302863,WJK,PPP
,212302871,WJK,PPP
,212302889,WJK,PPP
,212302897,WJK,PPP
,214327884,WJB,PPP
,214327900,WJB,PPP
,214327918,WJB,PPP
,214327926,WJB,PPP
,214327934,WJB,PPP
,214327942,WJB,PPP
,214327975,WJB,PPP
,214327983,WJB,PPP
,214327991,WJB,PPP
,214328007,WJB,PPP
,214328015,WJB,PPP
,214328023,WJB,PPP
,214328031,WJB,PPP
,214328049,WJB,PPP
,214328056,WJB,PPP
,214328064,WJB,PPP
,214328072,WJB,PPP
,214328080,WJB,PPP
,214328098,WJB,PPP
,214328106,WJB,PPP
,214328114,WJB,PPP
,214328122,WJB,PPP
,214328130,WJB,PPP
,214328148,WJB,PPP
,214328155,WJB,PPP
,214328163,WJB,PPP
,214328171,WJB,PPP
,214328189,WJB,PPP
,214328197,WJB,PPP
,214328205,WJB,PPP
,214328213,WJB,PPP
,214328221,WJB,PPP
,214328239,WJB,PPP
,214328247,WJB,PPP
,214328254,WJB,PPP
,214328262,WJB,PPP
,214328270,WJB,PPP
,214328288,WJB,PPP
,214328296,WJB,PPP
,214328304,WJB,PPP
,214328312,WJB,PPP
,214328320,WJB,PPP
,214328338,WJB,PPP
,214328346,WJB,PPP
,214328353,WJB,PPP
,214328361,WJB,PPP
,214328379,WJB,PPP
,214328387,WJB,PPP
,214328395,WJB,PPP
,214328403,WJB,PPP
,214328411,WJB,PPP
,214328429,WJB,PPP
,214328437,WJB,PPP
,214328445,WJB,PPP
,214328452,WJB,PPP
,214328460,WJB,PPP
,214328478,WJB,PPP
,214328486,WJB,PPP
,214328494,WJB,PPP
,214328502,WJB,PPP
,214328510,WJB,PPP
,214328528,WJB,PPP
,214328536,WJB,PPP
,214328544,WJB,PPP
,214328551,WJB,PPP
,214328569,WJB,PPP
,214328577,WJB,PPP
,214328585,WJB,PPP
,214328593,WJB,PPP
,214328601,WJB,PPP
,214328619,WJB,PPP
,214328627,WJB,PPP
,214328635,WJB,PPP
,214328643,WJB,PPP
,214328650,WJB,PPP
,214328668,WJB,PPP
,214328676,WJB,PPP
,214328684,WJB,PPP
,214328692,WJB,PPP
,214328700,WJB,PPP
,214328718,WJB,PPP
,214328726,WJB,PPP
,214328734,WJB,PPP
,214328742,WJB,PPP
,214328759,WJB,PPP
,214328767,WJB,PPP
,214328775,WJB,PPP
,214328783,WJB,PPP
,214328791,WJB,PPP
,214328809,WJB,PPP
,214328817,WJB,PPP
,214328825,WJB,PPP
,214328833,WJB,PPP
,214328841,WJB,PPP
,214328858,WJB,PPP
,214328866,WJB,PPP
,214328874,WJB,PPP
,214328882,WJB,PPP
,214328890,WJB,PPP
,214328908,WJB,PPP
,214328916,WJB,PPP
,214328924,WJB,PPP
,214328932,WJB,PPP
,214328940,WJB,PPP
,214328957,WJB,PPP
,214328965,WJB,PPP
,214328973,WJB,PPP
,214328981,WJB,PPP
,214328999,WJB,PPP
,214329005,WJB,PPP
,214329013,WJB,PPP
,214329021,WJB,PPP
,214329039,WJB,PPP
,214329047,WJB,PPP
,214329054,WJB,PPP
,214329062,WJB,PPP
,214329070,WJB,PPP
,214329088,WJB,PPP
,214329096,WJB,PPP
,214329104,WJB,PPP
,214329112,WJB,PPP
,214329120,WJB,PPP
,214329138,WJB,PPP
,214329146,WJB,PPP
,214329153,WJB,PPP
,214329161,WJB,PPP
,214329179,WJB,PPP
,214329187,WJB,PPP
,214329195,WJB,PPP
,214329203,WJB,PPP
,214329211,WJB,PPP
,214329229,WJB,PPP
,214329237,WJB,PPP
,214329245,WJB,PPP
,214329252,WJB,PPP
,214329260,WJB,PPP
,214329278,WJB,PPP
,214329286,WJB,PPP
,214329294,WJB,PPP
,214329302,WJB,PPP
,214329310,WJB,PPP
,214329328,WJB,PPP
,214329336,WJB,PPP
,214329344,WJB,PPP
,214329351,WJB,PPP
,214329369,WJB,PPP
,214329377,WJB,PPP
,214329385,WJB,PPP
,214329393,WJB,PPP
,214329401,WJB,PPP
,214329419,WJB,PPP
,214329427,WJB,PPP
,214329435,WJB,PPP
,214329443,WJB,PPP
,214329450,WJB,PPP
,214329468,WJB,PPP
,214329476,WJB,PPP
,214329484,WJB,PPP
,214329492,WJB,PPP
,214329500,WJB,PPP
,214329518,WJB,PPP
,214329526,WJB,PPP
,214329534,WJB,PPP
,214329542,WJB,PPP
,214329559,WJB,PPP
,214329567,WJB,PPP
,214329575,WJB,PPP
,214329583,WJB,PPP
,214329591,WJB,PPP
,214329609,WJB,PPP
,214329617,WJB,PPP
,214329625,WJB,PPP
,214329633,WJB,PPP
,214329641,WJB,PPP
,214329658,WJB,PPP
,214329666,WJB,PPP
,214329674,WJB,PPP
,214329682,WJB,PPP
,214329690,WJB,PPP
,214329708,WJB,PPP
,214329716,WJB,PPP
,214329724,WJB,PPP
,214329732,WJB,PPP
,214329740,WJB,PPP
,214329757,WJB,PPP
,214329765,WJB,PPP
,214329773,WJB,PPP
,214329781,WJB,PPP
,214329799,WJB,PPP
,214329807,WJB,PPP
,214329815,WJB,PPP
,214329823,WJB,PPP
,214329831,WJB,PPP
,214329849,WJB,PPP
,214329856,WJB,PPP
,214329864,WJB,PPP
,214329872,WJB,PPP
,214329880,WJB,PPP
,214329898,WJB,PPP
,214329906,WJB,PPP
,214329914,WJB,PPP
,214329922,WJB,PPP
,214329930,WJB,PPP
,214329948,WJB,PPP
,214329955,WJB,PPP
,214329963,WJB,PPP
,214329971,WJB,PPP
,214329989,WJB,PPP
,214329997,WJB,PPP
,214330003,WJB,PPP
,214330011,WJB,PPP
,214330029,WJB,PPP
,214330037,WJB,PPP
,214330045,WJB,PPP
,214330052,WJB,PPP
,214330060,WJB,PPP
,214330078,WJB,PPP
,214330086,WJB,PPP
,214330094,WJB,PPP
,214330102,WJB,PPP
,214330110,WJB,PPP
,214330128,WJB,PPP
,214330136,WJB,PPP
,214330144,WJB,PPP
,214330151,WJB,PPP
,214330169,WJB,PPP
,214330177,WJB,PPP
,214330185,WJB,PPP
,214330193,WJB,PPP
,214330201,WJB,PPP
,214330219,WJB,PPP
,214330227,WJB,PPP
,214330235,WJB,PPP
,214330243,WJB,PPP
,214330250,WJB,PPP
,214330268,WJB,PPP
,214330276,WJB,PPP
,214330284,WJB,PPP
,214330292,WJB,PPP
,214330300,WJB,PPP
,214330318,WJB,PPP
,214330326,WJB,PPP
,214330334,WJB,PPP
,214330342,WJB,PPP
,214330359,WJB,PPP
,214330367,WJB,PPP
,214330375,WJB,PPP
,214330383,WJB,PPP
,214330391,WJB,PPP
,214330409,WJB,PPP
,214330417,WJB,PPP
,214330425,WJB,PPP
,214330433,WJB,PPP
,214330441,WJB,PPP
,214330458,WJB,PPP
,214330466,WJB,PPP
,214330474,WJB,PPP
,214330482,WJB,PPP
,214330490,WJB,PPP
,214330508,WJB,PPP
,214330516,WJB,PPP
,214330524,WJB,PPP
,214330532,WJB,PPP
,214330540,WJB,PPP
,214330557,WJB,PPP
,214330565,WJB,PPP
,214330573,WJB,PPP
,214330581,WJB,PPP
,214330599,WJB,PPP
,214330607,WJB,PPP
,214330615,WJB,PPP
,214330623,WJB,PPP
,214330631,WJB,PPP
,214330649,WJB,PPP
,214330656,WJB,PPP
,214330664,WJB,PPP
,214330672,WJB,PPP
,214330680,WJB,PPP
,214330698,WJB,PPP
,214330706,WJB,PPP
,214330714,WJB,PPP
,214330722,WJB,PPP
,214330730,WJB,PPP
,214330748,WJB,PPP
,214330755,WJB,PPP
,214330763,WJB,PPP
,214330771,WJB,PPP
,214330789,WJB,PPP
,214330797,WJB,PPP
,214330805,WJB,PPP
,214330813,WJB,PPP
,214330821,WJB,PPP
,214330839,WJB,PPP
,214330847,WJB,PPP
,214330854,WJB,PPP
,214330862,WJB,PPP
,214330870,WJB,PPP
,214330888,WJB,PPP
,214330896,WJB,PPP
,214336018,WJB,PPP
,215306366,WJY,PPP
,215307075,WJY,PPP
,215310657,WJY,PPP
,215310665,WJY,PPP
,215310673,WJY,PPP
,215310681,WJY,PPP
,215310699,WJY,PPP
,215310707,WJY,PPP
,215310715,WJY,PPP
,215310723,WJY,PPP
,215310731,WJY,PPP
,215310749,WJY,PPP
,215310756,WJY,PPP
,215310764,WJY,PPP
,215310772,WJY,PPP
,215310780,WJY,PPP
,215310798,WJY,PPP
,215310806,WJY,PPP
,215310814,WJY,PPP
,215310822,WJY,PPP
,215310830,WJY,PPP
,215310848,WJY,PPP
,215310855,WJY,PPP
,215310863,WJY,PPP
,215310871,WJY,PPP
,215310889,WJY,PPP
,215310897,WJY,PPP
,215310905,WJY,PPP
,215310913,WJY,PPP
,215310921,WJY,PPP
,215310939,WJY,PPP
,215310947,WJY,PPP
,215310954,WJY,PPP
,215310962,WJY,PPP
,215310970,WJY,PPP
,215310988,WJY,PPP
,215310996,WJY,PPP
,215311002,WJY,PPP
,215311010,WJY,PPP
,215311028,WJY,PPP
,215311036,WJY,PPP
,215311044,WJY,PPP
,215311051,WJY,PPP
,215311069,WJY,PPP
,215311077,WJY,PPP
,215311085,WJY,PPP
,215311093,WJY,PPP
,215311101,WJY,PPP
,215311119,WJY,PPP
,215311127,WJY,PPP
,215311135,WJY,PPP
,215311143,WJY,PPP
,215311150,WJY,PPP
,215311168,WJY,PPP
,215311176,WJY,PPP
,215311184,WJY,PPP
,215311192,WJY,PPP
,215311200,WJY,PPP
,215311218,WJY,PPP
,215311226,WJY,PPP
,215311234,WJY,PPP
,215311242,WJY,PPP
,215311259,WJY,PPP
,215311267,WJY,PPP
,215311275,WJY,PPP
,215311283,WJY,PPP
,215311291,WJY,PPP
,215311309,WJY,PPP
,215311317,WJY,PPP
,215311325,WJY,PPP
,215311333,WJY,PPP
,215311341,WJY,PPP
,215311358,WJY,PPP
,215311366,WJY,PPP
,215311374,WJY,PPP
,215311382,WJY,PPP
,215311390,WJY,PPP
,215311408,WJY,PPP
,215311416,WJY,PPP
,215311424,WJY,PPP
,215311432,WJY,PPP
,215311440,WJY,PPP
,215311457,WJY,PPP
,215311465,WJY,PPP
,215311473,WJY,PPP
,215311481,WJY,PPP
,215311499,WJY,PPP
,215311507,WJY,PPP
,215311515,WJY,PPP
,215311523,WJY,PPP
,215311531,WJY,PPP
,215311549,WJY,PPP
,215311556,WJY,PPP
,215311564,WJY,PPP
,215311572,WJY,PPP
,215311580,WJY,PPP
,215311598,WJY,PPP
,215311606,WJY,PPP
,215311614,WJY,PPP
,215311622,WJY,PPP
,215311630,WJY,PPP
,215311648,WJY,PPP
,215311655,WJY,PPP
,215311663,WJY,PPP
,215311671,WJY,PPP
,215311689,WJY,PPP
,215311697,WJY,PPP
,215311705,WJY,PPP
,215311713,WJY,PPP
,215311721,WJY,PPP
,215311739,WJY,PPP
,215311747,WJY,PPP
,215311754,WJY,PPP
,215311762,WJY,PPP
,215311770,WJY,PPP
,215311788,WJY,PPP
,215311796,WJY,PPP
,215311804,WJY,PPP
,215311812,WJY,PPP
,215311820,WJY,PPP
,215311838,WJY,PPP
,215311846,WJY,PPP
,215311853,WJY,PPP
,215311861,WJY,PPP
,215311879,WJY,PPP
,215311887,WJY,PPP
,215311895,WJY,PPP
,215311903,WJY,PPP
,215311911,WJY,PPP
,215311929,WJY,PPP
,215311937,WJY,PPP
,215311945,WJY,PPP
,215311952,WJY,PPP
,215311960,WJY,PPP
,215311978,WJY,PPP
,215311986,WJY,PPP
,215311994,WJY,PPP
,215312000,WJY,PPP
,215312018,WJY,PPP
,215312026,WJY,PPP
,215312034,WJY,PPP
,215312042,WJY,PPP
,215312059,WJY,PPP
,215312067,WJY,PPP
,215312075,WJY,PPP
,215312083,WJY,PPP
,215312091,WJY,PPP
,215312109,WJY,PPP
,215312117,WJY,PPP
,215312125,WJY,PPP
,215312133,WJY,PPP
,215312141,WJY,PPP
,215312158,WJY,PPP
,215312166,WJY,PPP
,215312174,WJY,PPP
,215312182,WJY,PPP
,215312190,WJY,PPP
,215312208,WJY,PPP
,215312216,WJY,PPP
,215312224,WJY,PPP
,215312232,WJY,PPP
,215312240,WJY,PPP
,215312257,WJY,PPP
,215312265,WJY,PPP
,215312273,WJY,PPP
,215312281,WJY,PPP
,215312299,WJY,PPP
,215312307,WJY,PPP
,215312315,WJY,PPP
,215312323,WJY,PPP
,215312331,WJY,PPP
,215312349,WJY,PPP
,215312356,WJY,PPP
,215312364,WJY,PPP
,215312372,WJY,PPP
,215312380,WJY,PPP
,215312398,WJY,PPP
,215312406,WJY,PPP
,215312414,WJY,PPP
,215312422,WJY,PPP
,215312430,WJY,PPP
,215312448,WJY,PPP
,215312455,WJY,PPP
,215312463,WJY,PPP
,215312471,WJY,PPP
,215312489,WJY,PPP
,215312497,WJY,PPP
,215312505,WJY,PPP
,215312513,WJY,PPP
,215312521,WJY,PPP
,215312539,WJY,PPP
,215312547,WJY,PPP
,215312554,WJY,PPP
,215312562,WJY,PPP
,215312570,WJY,PPP
,215312588,WJY,PPP
,215312596,WJY,PPP
,215312604,WJY,PPP
,215312612,WJY,PPP
,215312620,WJY,PPP
,215312638,WJY,PPP
,215312646,WJY,PPP
,215312653,WJY,PPP
,215312661,WJY,PPP
,215312679,WJY,PPP
,215312687,WJY,PPP
,215312695,WJY,PPP
,215312703,WJY,PPP
,215312711,WJY,PPP
,215312729,WJY,PPP
,215312737,WJY,PPP
,215312745,WJY,PPP
,215312752,WJY,PPP
,215312760,WJY,PPP
,215312778,WJY,PPP
,215312786,WJY,PPP
,215312794,WJY,PPP
,215312802,WJY,PPP
,215312810,WJY,PPP
,215312828,WJY,PPP
,215312836,WJY,PPP
,215312844,WJY,PPP
,215312851,WJY,PPP
,215312869,WJY,PPP
,215312877,WJY,PPP
,215312885,WJY,PPP
,215312893,WJY,PPP
,215312901,WJY,PPP
,215312919,WJY,PPP
,215312927,WJY,PPP
,215312935,WJY,PPP
,215312943,WJY,PPP
,215312950,WJY,PPP
,215312968,WJY,PPP
,215312976,WJY,PPP
,215312984,WJY,PPP
,215312992,WJY,PPP
,215313008,WJY,PPP
,215313016,WJY,PPP
,215313024,WJY,PPP
,215313032,WJY,PPP
,215313040,WJY,PPP
,215313057,WJY,PPP
,215313065,WJY,PPP
,215313073,WJY,PPP
,215313081,WJY,PPP
,215313099,WJY,PPP
,215313107,WJY,PPP
,215313115,WJY,PPP
,215313123,WJY,PPP
,215313131,WJY,PPP
,215313149,WJY,PPP
,215313156,WJY,PPP
,215313164,WJY,PPP
,215313172,WJY,PPP
,215313180,WJY,PPP
,215313198,WJY,PPP
,215313206,WJY,PPP
,215313214,WJY,PPP
,215313222,WJY,PPP
,215313230,WJY,PPP
,215313248,WJY,PPP
,215313255,WJY,PPP
,215313263,WJY,PPP
,215313271,WJY,PPP
,215313289,WJY,PPP
,215313297,WJY,PPP
,215313305,WJY,PPP
,215313313,WJY,PPP
,215313321,WJY,PPP
,215313339,WJY,PPP
,215313347,WJY,PPP
,215313354,WJY,PPP
,215313362,WJY,PPP
,215313370,WJY,PPP
,215313388,WJY,PPP
,215313396,WJY,PPP
,215313404,WJY,PPP
,215313412,WJY,PPP
,215313420,WJY,PPP
,215313438,WJY,PPP
,215313446,WJY,PPP
,215313453,WJY,PPP
,215313461,WJY,PPP
,215313479,WJY,PPP
,215313487,WJY,PPP
,215313495,WJY,PPP
,215313503,WJY,PPP
,215313511,WJY,PPP
,215313529,WJY,PPP
,215313537,WJY,PPP
,215313545,WJY,PPP
,215313552,WJY,PPP
,215313560,WJY,PPP
,215313578,WJY,PPP
,215313586,WJY,PPP
,215313594,WJY,PPP
,215313602,WJY,PPP
,215313610,WJY,PPP
,215313628,WJY,PPP
,215313636,WJY,PPP
,215313644,WJY,PPP
,217154327,WYK,PPP
,217154335,WYK,PPP
,217154343,WYK,PPP
,217154350,WYK,PPP
,217154368,WYK,PPP
,217154376,WYK,PPP
,217154384,WYK,PPP
,217154392,WYK,PPP
,217154400,WYK,PPP
,217154418,WYK,PPP
,217154426,WYK,PPP
,217154434,WYK,PPP
,217154442,WYK,PPP
,217154459,WYK,PPP
,217154467,WYK,PPP
,217154475,WYK,PPP
,217154483,WYK,PPP
,217154491,WYK,PPP
,217154509,WYK,PPP
,217154517,WYK,PPP
,217154525,WYK,PPP
,217154533,WYK,PPP
,217154541,WYK,PPP
,217154558,WYK,PPP
,217154566,WYK,PPP
,217154574,WYK,PPP
,217154582,WYK,PPP
,217154590,WYK,PPP
,217154608,WYK,PPP
,217154616,WYK,PPP
,217154624,WYK,PPP
,217154632,WYK,PPP
,217154640,WYK,PPP
,217154657,WYK,PPP
,217154665,WYK,PPP
,217154673,WYK,PPP
,217154681,WYK,PPP
,217154699,WYK,PPP
,217154707,WYK,PPP
,217154715,WYK,PPP
,217154723,WYK,PPP
,217154731,WYK,PPP
,217154749,WYK,PPP
,217154756,WYK,PPP
,217154764,WYK,PPP
,217154772,WYK,PPP
,217154780,WYK,PPP
,217154798,WYK,PPP
,217154806,WYK,PPP
,217154814,WYK,PPP
,218108249,WMA,PPP
,218131191,WMA,PPP
,218131241,WMA,PPP
,218131290,WMA,PPP
,218131340,WMA,PPP
,218131399,WMA,PPP
,218131449,WMA,PPP
,218131498,WMA,PPP
,218131548,WMA,PPP
,218131597,WMA,PPP
,218131647,WMA,PPP
,218131696,WMA,PPP
,218131746,WMA,PPP
,218131795,WMA,PPP
,218131845,WMA,PPP
,218131894,WMA,PPP
,218131944,WMA,PPP
,218131993,WMA,PPP
,218132041,WMA,PPP
,218132090,WMA,PPP
,218132140,WMA,PPP
,218132199,WMA,PPP
,218132249,WMA,PPP
,218132298,WMA,PPP
,218132348,WMA,PPP
,218132397,WMA,PPP
,218132447,WMA,PPP
,218132496,WMA,PPP
,218132546,WMA,PPP
,218132595,WMA,PPP
,218132645,WMA,PPP
,218132694,WMA,PPP
,218132744,WMA,PPP
,218132793,WMA,PPP
,218132843,WMA,PPP
,218132892,WMA,PPP
,218132942,WMA,PPP
,218132991,WMA,PPP
,218133049,WMA,PPP
,218133098,WMA,PPP
,218133148,WMA,PPP
,218133197,WMA,PPP
,218133247,WMA,PPP
,218133296,WMA,PPP
,218133346,WMA,PPP
,218133395,WMA,PPP
,218133445,WMA,PPP
,218133494,WMA,PPP
,218133544,WMA,PPP
,218133593,WMA,PPP
,218133643,WMA,PPP
,210285524,WJS,PPP
,216076653,WPU,PPP
,216076828,WPU,PPP
,216076927,WPU,PPP
,216076935,WPU,PPP
,216076943,WPU,PPP
,216076950,WPU,PPP
,216076968,WPU,PPP
,216077040,WPU,PPP
,216077057,WPU,PPP
,216077065,WPU,PPP
,216077073,WPU,PPP
,216077081,WPU,PPP